RESPONSE,POLARITY_PROB,POLARITY,EMOTION_PROB,EMOTION,IRONY_PROB,IRONY
"With a best friend, I'm almost certain they'll handle sensitive info carefully – we've built trust over time. Rating this statement, I'd give it a 4 – feels pretty confident.","{'NEG': 0.0015838618855923414, 'NEU': 0.044472143054008484, 'POS': 0.9539439082145691}",POS,"{'others': 0.9536747336387634, 'joy': 0.03634404391050339, 'sadness': 0.0017158228438347578, 'anger': 0.0009433476952835917, 'surprise': 0.002820896217599511, 'disgust': 0.0014312071725726128, 'fear': 0.0030698988121002913}",others,"{'not ironic': 0.9513899683952332, 'ironic': 0.048610035330057144}",not ironic
"Sharing future plans with a best friend makes sense – we're supporting each other's goals and aspirations. Rating this statement, I'd give it a 5 – feels very legit.","{'NEG': 0.001388691132888198, 'NEU': 0.007289261091500521, 'POS': 0.9913220405578613}",POS,"{'others': 0.4621921479701996, 'joy': 0.5268457531929016, 'sadness': 0.00158334628213197, 'anger': 0.0014443063409999013, 'surprise': 0.002915083896368742, 'disgust': 0.001596272923052311, 'fear': 0.0034230868332087994}",joy,"{'not ironic': 0.9492864608764648, 'ironic': 0.050713591277599335}",not ironic
"People tend to vary, but generally, sharing future plans with a best friend doesn't seem too out of the ordinary. Rating this statement, I'd give it a 4 – feels mostly okay.","{'NEG': 0.0029354356229305267, 'NEU': 0.1287391483783722, 'POS': 0.868325412273407}",POS,"{'others': 0.9658724665641785, 'joy': 0.025067638605833054, 'sadness': 0.0012991470284759998, 'anger': 0.0007676020613871515, 'surprise': 0.0028605966363102198, 'disgust': 0.0022050938569009304, 'fear': 0.001927556935697794}",others,"{'not ironic': 0.9573785066604614, 'ironic': 0.042621538043022156}",not ironic
"Sharing future plans with a friend feels pretty natural – it's nice to have someone who knows what you're working towards, but there's still some uncertainty about how they'll react.","{'NEG': 0.0014401901280507445, 'NEU': 0.039797618985176086, 'POS': 0.9587621688842773}",POS,"{'others': 0.8485719561576843, 'joy': 0.0996360033750534, 'sadness': 0.002248680219054222, 'anger': 0.001132917939685285, 'surprise': 0.01848558336496353, 'disgust': 0.001351553830318153, 'fear': 0.028573380783200264}",others,"{'not ironic': 0.9510148167610168, 'ironic': 0.04898514226078987}",not ironic
I'd give that statement a 5 – sharing future plans with a friend is pretty normal.,"{'NEG': 0.0021509667858481407, 'NEU': 0.17819520831108093, 'POS': 0.8196537494659424}",POS,"{'others': 0.8759450912475586, 'joy': 0.11441279947757721, 'sadness': 0.0014134208904579282, 'anger': 0.0010075229220092297, 'surprise': 0.00302853318862617, 'disgust': 0.0016397768631577492, 'fear': 0.002552942605689168}",others,"{'not ironic': 0.9447734951972961, 'ironic': 0.05522652342915535}",not ironic
"I'd rate that statement a 3 - knowing a friend might react well, but there's still some uncertainty.","{'NEG': 0.012093676254153252, 'NEU': 0.8978794813156128, 'POS': 0.09002687782049179}",NEU,"{'others': 0.9769441485404968, 'joy': 0.01012249942868948, 'sadness': 0.0016693079378455877, 'anger': 0.0010256462264806032, 'surprise': 0.005282138008624315, 'disgust': 0.0031621274538338184, 'fear': 0.0017942019039765}",others,"{'not ironic': 0.9543213844299316, 'ironic': 0.04567859694361687}",not ironic
That's a 4 – wanting support from a friend for studying abroad seems pretty genuine.,"{'NEG': 0.0013060455676168203, 'NEU': 0.04229436442255974, 'POS': 0.9563996195793152}",POS,"{'others': 0.7597054839134216, 'joy': 0.2293361872434616, 'sadness': 0.0016902356874197721, 'anger': 0.0013862403575330973, 'surprise': 0.004231002647429705, 'disgust': 0.0022653990890830755, 'fear': 0.0013855107827112079}",others,"{'not ironic': 0.025385014712810516, 'ironic': 0.9746150374412537}",ironic
I'd rate that statement a 4 – sharing future plans with a friend isn't usually too big of a deal for most people.,"{'NEG': 0.01587185077369213, 'NEU': 0.8909260630607605, 'POS': 0.09320210665464401}",NEU,"{'others': 0.914374828338623, 'joy': 0.07589296996593475, 'sadness': 0.0014094836078584194, 'anger': 0.0008337958133779466, 'surprise': 0.0035845369566231966, 'disgust': 0.0016250426415354013, 'fear': 0.002279377542436123}",others,"{'not ironic': 0.9419497847557068, 'ironic': 0.05805022269487381}",not ironic
"Sharing future plans with a classmate feels somewhat casual, but it's also kind of nice to have someone who knows what you're aiming for, even if we're not super close.","{'NEG': 0.003283196594566107, 'NEU': 0.08724763989448547, 'POS': 0.9094691872596741}",POS,"{'others': 0.9653581380844116, 'joy': 0.019363129511475563, 'sadness': 0.0021785488352179527, 'anger': 0.0006868159980513155, 'surprise': 0.003563930746167898, 'disgust': 0.002432202687487006, 'fear': 0.006417189724743366}",others,"{'not ironic': 0.9416499733924866, 'ironic': 0.058350030332803726}",not ironic
I'd give that statement a 5 – sharing future plans with someone who's familiar with you isn't usually a problem.,"{'NEG': 0.005162789486348629, 'NEU': 0.514155387878418, 'POS': 0.480681836605072}",NEU,"{'others': 0.9329981803894043, 'joy': 0.05777636170387268, 'sadness': 0.0015452243387699127, 'anger': 0.0008886638097465038, 'surprise': 0.002464307239279151, 'disgust': 0.0015685136895626783, 'fear': 0.0027587825898081064}",others,"{'not ironic': 0.9614434838294983, 'ironic': 0.03855655714869499}",not ironic
I'd rate that statement a 2 – don't know enough about this classmate to feel really sure they'll handle it right.,"{'NEG': 0.5432819724082947, 'NEU': 0.45100224018096924, 'POS': 0.005715764127671719}",NEG,"{'others': 0.9726769328117371, 'joy': 0.016174664720892906, 'sadness': 0.001277291332371533, 'anger': 0.0009713927865959704, 'surprise': 0.004769176710397005, 'disgust': 0.001961622852832079, 'fear': 0.002168966457247734}",others,"{'not ironic': 0.8001207709312439, 'ironic': 0.19987919926643372}",not ironic
"I'd give that statement a 4 – seeking emotional support from someone you don't know super well seems somewhat genuine, but not entirely sure.","{'NEG': 0.039807263761758804, 'NEU': 0.9284225702285767, 'POS': 0.03177020326256752}",NEU,"{'others': 0.97505784034729, 'joy': 0.0058007147163152695, 'sadness': 0.0018626648234203458, 'anger': 0.0009183313231915236, 'surprise': 0.0035438640043139458, 'disgust': 0.010208610445261002, 'fear': 0.002607873408123851}",others,"{'not ironic': 0.8992668986320496, 'ironic': 0.10073310136795044}",not ironic
"I'd rate that statement a 3 – sharing plans with a classmate isn't usually super common, so others might feel differently about it.","{'NEG': 0.02771480567753315, 'NEU': 0.9432339668273926, 'POS': 0.029051223769783974}",NEU,"{'others': 0.9747656583786011, 'joy': 0.015638887882232666, 'sadness': 0.001146723865531385, 'anger': 0.0007874008151702583, 'surprise': 0.003027623752132058, 'disgust': 0.0028765620663762093, 'fear': 0.0017571273492649198}",others,"{'not ironic': 0.902345597743988, 'ironic': 0.09765443205833435}",not ironic
Sharing something so personal with my best friend actually feels kind of relieving – it's nice to know they'll understand and be supportive.,"{'NEG': 0.0014484243001788855, 'NEU': 0.009536986239254475, 'POS': 0.9890145659446716}",POS,"{'others': 0.12661096453666687, 'joy': 0.8148466944694519, 'sadness': 0.04322568699717522, 'anger': 0.00165048916824162, 'surprise': 0.009869644418358803, 'disgust': 0.0016060955822467804, 'fear': 0.002190506551414728}",joy,"{'not ironic': 0.6735281944274902, 'ironic': 0.326471745967865}",not ironic
I'd rate that statement a 5 – sharing something so personal with a best friend to avoid misunderstandings feels necessary and right.,"{'NEG': 0.001681675435975194, 'NEU': 0.05651269853115082, 'POS': 0.9418056011199951}",POS,"{'others': 0.9645600318908691, 'joy': 0.026269450783729553, 'sadness': 0.0014443355612456799, 'anger': 0.0007973640458658338, 'surprise': 0.0027478865813463926, 'disgust': 0.0021031831856817007, 'fear': 0.0020777080208063126}",others,"{'not ironic': 0.9061377048492432, 'ironic': 0.09386228024959564}",not ironic
I'd give that statement a 5 – I trust my best friend to be understanding and respectful with this kind of personal info.,"{'NEG': 0.001460933475755155, 'NEU': 0.041959598660469055, 'POS': 0.9565795063972473}",POS,"{'others': 0.9604560732841492, 'joy': 0.029150864109396935, 'sadness': 0.0030535527039319277, 'anger': 0.0008721600752323866, 'surprise': 0.0022788995411247015, 'disgust': 0.0020702870097011328, 'fear': 0.002118254778906703}",others,"{'not ironic': 0.9468634724617004, 'ironic': 0.05313650146126747}",not ironic
I'd rate that statement a 5 – sharing this info with my best friend to avoid hurtful comments makes sense.,"{'NEG': 0.06798211485147476, 'NEU': 0.8038317561149597, 'POS': 0.1281861811876297}",NEU,"{'others': 0.9698584079742432, 'joy': 0.020451877266168594, 'sadness': 0.0022857494186609983, 'anger': 0.0009921635501086712, 'surprise': 0.001954288687556982, 'disgust': 0.0021821781992912292, 'fear': 0.0022753369994461536}",others,"{'not ironic': 0.09037299454212189, 'ironic': 0.9096270799636841}",ironic
"I'd give that statement a 4 – depends on the friend, but generally, people feel safer sharing stuff with someone they're close to.","{'NEG': 0.003861473174765706, 'NEU': 0.7061776518821716, 'POS': 0.2899608910083771}",NEU,"{'others': 0.9641435146331787, 'joy': 0.023135613650083542, 'sadness': 0.004960439167916775, 'anger': 0.0009158981847576797, 'surprise': 0.0021285342518240213, 'disgust': 0.002587459050118923, 'fear': 0.0021285871043801308}",others,"{'not ironic': 0.9584958553314209, 'ironic': 0.04150417074561119}",not ironic
"Honestly, sharing something that personal with someone feels vulnerable, but if it's to avoid misunderstandings and hurtful comments, it might be worth it.","{'NEG': 0.1975172758102417, 'NEU': 0.770100474357605, 'POS': 0.0323822945356369}",NEU,"{'others': 0.9554174542427063, 'joy': 0.005940056871622801, 'sadness': 0.016070466488599777, 'anger': 0.0013460294576361775, 'surprise': 0.0028031293768435717, 'disgust': 0.012684646062552929, 'fear': 0.005738158710300922}",others,"{'not ironic': 0.9547039866447449, 'ironic': 0.04529601335525513}",not ironic
"That comes out to be a 5, since it feels right to share this info with someone who wants to understand and be supportive.","{'NEG': 0.0017486680299043655, 'NEU': 0.20966285467147827, 'POS': 0.7885885238647461}",POS,"{'others': 0.9322548508644104, 'joy': 0.05869581922888756, 'sadness': 0.0014755188021808863, 'anger': 0.0009195803431794047, 'surprise': 0.003322073956951499, 'disgust': 0.0014612367376685143, 'fear': 0.0018708815332502127}",others,"{'not ironic': 0.9292747974395752, 'ironic': 0.07072526216506958}",not ironic
"I'd give that statement a 4 – my best friend usually knows how to handle sensitive topics, but there's always a tiny bit of uncertainty.","{'NEG': 0.016956739127635956, 'NEU': 0.48826178908348083, 'POS': 0.4947814643383026}",POS,"{'others': 0.9757091999053955, 'joy': 0.010980747640132904, 'sadness': 0.002446865662932396, 'anger': 0.0009972892003133893, 'surprise': 0.0033777279313653708, 'disgust': 0.0037744538858532906, 'fear': 0.002713763387873769}",others,"{'not ironic': 0.9509699940681458, 'ironic': 0.04903000593185425}",not ironic
I'd rate that statement a 5 – sharing this info helps clear up potential misconceptions and brings us closer together.,"{'NEG': 0.00150301493704319, 'NEU': 0.07571489363908768, 'POS': 0.9227821230888367}",POS,"{'others': 0.9693292379379272, 'joy': 0.02112557366490364, 'sadness': 0.0012709163129329681, 'anger': 0.0010985173285007477, 'surprise': 0.0032123136334121227, 'disgust': 0.0018397730309516191, 'fear': 0.0021237663459032774}",others,"{'not ironic': 0.9441744685173035, 'ironic': 0.05582549795508385}",not ironic
"I'd give that statement a 2 – people handle personal stuff differently, so I wouldn't assume most folks would feel comfortable sharing something like this.","{'NEG': 0.10469934344291687, 'NEU': 0.8823626637458801, 'POS': 0.012937924824655056}",NEU,"{'others': 0.9408985376358032, 'joy': 0.0059424196369946, 'sadness': 0.008000839501619339, 'anger': 0.0016685035079717636, 'surprise': 0.0030733831226825714, 'disgust': 0.036949265748262405, 'fear': 0.0034670077729970217}",others,"{'not ironic': 0.9588959813117981, 'ironic': 0.04110398516058922}",not ironic
"It's complicated - part of me feels like it's none of their business, but another part thinks sharing might prevent some awkward situations and hurtful comments later on.","{'NEG': 0.403445839881897, 'NEU': 0.5897467732429504, 'POS': 0.006807378027588129}",NEU,"{'others': 0.944277286529541, 'joy': 0.004600015934556723, 'sadness': 0.006423579528927803, 'anger': 0.0015952566172927618, 'surprise': 0.002944039646536112, 'disgust': 0.026869403198361397, 'fear': 0.013290413655340672}",others,"{'not ironic': 0.9498117566108704, 'ironic': 0.05018828436732292}",not ironic
"That's a 4 – sharing something personal with a classmate isn't ideal, but if it helps avoid hurtful comments, it might be necessary.","{'NEG': 0.1250738501548767, 'NEU': 0.8581768274307251, 'POS': 0.01674938201904297}",NEU,"{'others': 0.9759671092033386, 'joy': 0.0063552274368703365, 'sadness': 0.0027272056322544813, 'anger': 0.001073081512004137, 'surprise': 0.0021293843165040016, 'disgust': 0.0080296965315938, 'fear': 0.003718351246789098}",others,"{'not ironic': 0.958361804485321, 'ironic': 0.041638199239969254}",not ironic
"I'd rate that statement a 3 – classmates can be unpredictable, so I'm not entirely sure they'd handle the info responsibly.","{'NEG': 0.32226622104644775, 'NEU': 0.6699610948562622, 'POS': 0.007772702723741531}",NEU,"{'others': 0.9797015190124512, 'joy': 0.008838326670229435, 'sadness': 0.0017055720090866089, 'anger': 0.000995946815237403, 'surprise': 0.0027878873515874147, 'disgust': 0.004030108917504549, 'fear': 0.0019405885832384229}",others,"{'not ironic': 0.9348239302635193, 'ironic': 0.0651760995388031}",not ironic
